,0
485,2350427 | hippophae rhamnoides | Protection by flesh oil of Hippophae rhamnoides against hepatotoxicity induced by CCl4 and acetaminophen (AAP) is reported in this paper.
486,"7104022 | harmol | Microsomal UDP-GT activity was assayed in vitro with acetaminophen (AA), harmol (HA), and 1-naphthol (NA) as the aglycones."
487,522515 | harmol | This study was conducted to characterize intestinal biotransformation of harmol (HA) and 1-naphthol (NA) in the rat and to investigate whether a similar dose-dependency exists as reported previously for acetaminophen (1).
488,"16988054 | harmol | In the present study, the involvement in this process of Mrp3 and Mrp4, two basolateral efflux transporters, was evaluated by analyzing the hepatic basolateral excretion of the glucuronide and sulfate metabolites of acetaminophen, 4-methylumbelliferone, and harmol in Abcc3(-/-) and Abcc4(-/-) mice using a cassette dosing approach."
489,"16988054 | harmol | In the livers of Abcc3(-/-) and Abcc4(-/-) mice, the basolateral excretory clearance of acetaminophen sulfate was reduced approximately 20 and approximately 20%, 4-methylumbelliferyl sulfate was reduced approximately 50 and approximately 65%, and harmol sulfate was decreased approximately 30 and approximately 45%, respectively."
490,"16988054 | harmol | The basolateral excretory clearance of acetaminophen glucuronide, 4-methylumbelliferyl glucuronide, and harmol glucuronide was reduced by approximately 96, approximately 85, and approximately 40%, respectively, in the livers of Abcc3(-/-) mice."
491,"1676634 | harmol | Uptake, sulfate conjugation, and efflux of the sulfated conjugates of harmol, p-nitrophenol, N-acetyldopamine and acetaminophen were demonstrated."
492,"16959944 | harmol | The role of Mrp2, Bcrp, and P-glycoprotein in the biliary excretion of acetaminophen sulfate (AS) and glucuronide (AG), 4-methylumbelliferyl sulfate (4MUS) and glucuronide (4MUG), and harmol sulfate (HS) and glucuronide (HG) was studied in Abcc2(-/-), Abcg2(-/-), and Abcb1a(-/-)/Abcb1b(-/-) mouse livers perfused with the respective parent compounds using a cassette dosing approach."
493,"8603877 | l-cystine | To assess the efficacy of 2-mercaptoethanol/L-cysteine mixed disulfide (CySSME) as an L-cysteine prodrug suitable for glutathione biosynthesis in rat lenses in vitro, as an agent for the prevention of acetaminophen- and naphthalene-induced murine cataract in genetically-susceptible mice, and as an agent for maintenance of near-normal glutathione levels in lenses and livers of mice subjected to acetaminophen and naphthalene at cataractogenic doses."
494,"28344490 | butter | The study was conducted with suppositories with acetaminophen (AAP) a typical antipyretic analgesic, as model drug on lipophilic (cocoa butter) and hydrophilic base (polyethylene glycol 1500+400)."
495,"9657023 | latex | Eighty-four drugs were incriminated: antibiotics (49.6%), muscle relaxants, latex and anesthetics (15%), nonsteroidal anti-inflammatory drugs (10.2%), acetaminophen (3.9%), iodinated or magnetic resonance imaging contrast media (4.2%), immunotherapy and vaccines (3.9%), and other drugs (13%)."
496,"10758782 | taxifolin | The results indicated that some compounds, such as taxifolin (2) and its tetramethylated derivative (4) exhibited potent and dose-dependent antinociceptive action against acetic acid-induced abdominal constriction when administered intraperitoneally or orally."
497,"7730139 | uracil | Animals were concurrently administered with 0.1% dihydroxy-di-N-propylnitrosamine (DHPN) in drinking water and 3.0% uracil in the diet for 4 weeks and then, starting 1 week after the cessation of this treatment, received basal diet or diet containing phenacetin, acetaminophen or antipyrine for 35 weeks."
498,"18389098 | uracil | This issue focuses on the following selection of drugs: 101M, 3F8; Abatacept, ABT-263, Adalimumab, AG-7352, Agatolimod sodium, Alfimeprase, Aliskiren fumarate, Alvimopan hydrate, Aminolevulinic acid hexyl ester, Ammonium tetrathiomolybdate, Anakinra, Aripiprazole, AS-1404, AT-9283, Atomoxetine hydrochloride, AVE-1642, AVE-9633, Axitinib, AZD-0530; Becocalcidiol, Belotecan hydrochloride, Bevacizumab, BG-9928, BIBF-1120, BMS-275183, Bortezomib, Bosentan; Catumaxomab, Cetuximab, CHR-2797, Ciclesonide, Clevidipine, Cypher, Cytarabine/daunorubicin; Darifenacin hydrobromide, Darunavir, Denosumab, Desvenlafaxine succinate, Disufenton sodium, Duloxetine hydrochloride, Dutasteride; Eculizumab, Efalizumab, Eicosapentaenoic acid/docosahexaenoic acid, Eplerenone, Epratuzumab, Erlotinib hydrochloride, Escitalopram oxalate, Ethynylcytidine, Etravirine, Everolimus, Ezetimibe; Fulvestrant; Garenoxacin mesilate, Gefitinib, Gestodene; HI-164, Hydralazine hydrochloride/isosorbide dinitrate; Icatibant acetate, ICX-RHY, Idraparinux sodium, Indacaterol, Ispronicline, Ivabradine hydrochloride, Ixabepilone; KB-2115, KW-2449; L-791515, Lapatinib ditosylate, LGD-4665, Licofelone, Liposomal doxorubicin, Lisdexamfetamine mesilate, Lumiracoxib; Methoxy polyethylene glycol-epoetin-beta, Miglustat, Mipomersen sodium, Mitumprotimut-T, MK-0822A, MK-0974; Nelarabine; Obatoclax mesylate, Olmesartan medoxomil, Olmesartan medoxomil/hydrochlorothiazide; Paliperidone, Palonosetron hydrochloride, Panitumumab, Pegfilgrastim, Peginterferon alfa-2a, Pemetrexed disodium, Perospirone hydrochloride, Pertuzumab, Pimecrolimus, Pitrakinra, Pixantrone maleate, Posaconazole, Pregabalin; Quercetin; RALGA, Raltegravir potassium, Ranelic acid distrontium salt, rhHistone 1.3, Rimonabant, Rivaroxaban, Rosuvastatin calcium, RTS,S/SBAS2; Satraplatin, SNDX-275, Sodium butyrate, Solifenacin succinate, Sorafenib, SU-14813, Sunitinib malate; Tadalafil, Tafenoquine succinate, Tamatinib fosdium, Taxus, Telbivudine, Telmisartan/hydrochlorothiazide, Temsirolimus, Tiotropium bromide, Tipranavir, Tocilizumab, Trabectedin, Tramadol hydrochloride/acetaminophen; Ulipristal acetate, Uracil, Ursodeoxycholyltaurine; Valdecoxib, Vardenafil hydrochloride hydrate, Varenicline tartrate, Vildagliptin, Vinflunine, Vitespen, Vorinostat; ZK-EPO, Zoledronic acid monohydrate."
499,"17934819 | ginkgolide b | These results indicate that PAF may play an important role in APAP-induced liver injury and regeneration, and that the use of ginkgolide B attenuates liver damage providing important means of improving liver function following acetaminophen intoxication."
500,17045319 | ginkgolide b | The present cell culture study investigated the effect of Ginkgo biloba extract pretreatment on acetaminophen toxicity and assessed the role of ginkgolide A and cytochrome P450 3A (CYP3A) in hepatocytes isolated from adult male Long-Evans rats provided ad libitum with a standard diet.
501,"17045319 | ginkgolide b | At the level present in a modulating concentration (50 mug/ml) of the extract, ginkgolide A (0.55 mug/ml), which increased CYP3A23 mRNA levels and CYP3A-mediated enzyme activity, accounted for part but not all of the potentiating effect of the extract on acetaminophen toxicity."
502,"17045319 | ginkgolide b | This occurred as a result of CYP3A induction by ginkgolide A because triacetyloleandomycin (TAO), a specific inhibitor of CYP3A catalytic activity, completely blocked the effect of ginkgolide A. Ginkgolide B, ginkgolide C, ginkgolide J, quercetin, kaempferol, isorhamnetin, and isorhamnetin-3-O-rutinoside did not alter the extent of LDH leakage by acetaminophen."
503,"17045319 | ginkgolide b | In summary, G. biloba pretreatment potentiated acetaminophen toxicity in cultured rat hepatocytes and ginkgolide A contributed to this novel effect of the extract by inducing CYP3A."
504,20102673 | spirulina | The present study investigated the protection by dietary Spirulina platensis against d-galactosamine (d-GalN)- and acetaminophen (APAP)-induced hepatitis in ICR mice.
505,20813430 | dock | These snapshots were used to dock compounds A and B as well as the reference compound acetaminophen (APAP).
506,"9501466 | phosphatidylethanolamine | The release of acetaminophen (AAP) from tablets containing phospholipids was examined using hydrogenated soybean phospholipid (HSL) and its main components, phosphatidylcholine (PC), phosphatidylethanolamine (PE) and phosphatidylinositol (PI), although the PI was not well purified (PI rich)."
507,20016708 | saturated fatty acids | We conclude that diets with high 18:2n-6 promote acetaminophen-induced liver injury compared to diets with more saturated fatty acids (SFA).
508,"20734624 | lupinus albus | Phytoremediation of selected pharmaceuticals (diclofenac, ibuprofen, and acetaminophen) using Armoracia rusticana and Linum usitatissimum cell cultures and by hydroponically cultivated Lupinus albus, Hordeum vulgaris, and Phragmites australis plants in laboratory conditions is described."
509,17045319 | ginkgolide j | The present cell culture study investigated the effect of Ginkgo biloba extract pretreatment on acetaminophen toxicity and assessed the role of ginkgolide A and cytochrome P450 3A (CYP3A) in hepatocytes isolated from adult male Long-Evans rats provided ad libitum with a standard diet.
510,"17045319 | ginkgolide j | At the level present in a modulating concentration (50 mug/ml) of the extract, ginkgolide A (0.55 mug/ml), which increased CYP3A23 mRNA levels and CYP3A-mediated enzyme activity, accounted for part but not all of the potentiating effect of the extract on acetaminophen toxicity."
511,"17045319 | ginkgolide j | This occurred as a result of CYP3A induction by ginkgolide A because triacetyloleandomycin (TAO), a specific inhibitor of CYP3A catalytic activity, completely blocked the effect of ginkgolide A. Ginkgolide B, ginkgolide C, ginkgolide J, quercetin, kaempferol, isorhamnetin, and isorhamnetin-3-O-rutinoside did not alter the extent of LDH leakage by acetaminophen."
512,"17045319 | ginkgolide j | In summary, G. biloba pretreatment potentiated acetaminophen toxicity in cultured rat hepatocytes and ginkgolide A contributed to this novel effect of the extract by inducing CYP3A."
513,"15757115 | guanosine | To test the system capabilities, we investigated the formation of covalent adducts produced by guanosine and acetaminophen (APAP)."
514,"25660481 | guanosine | Canine hepatocytes were harvested and cell viability of clove-leaf oil (CLO), eugenol (EUG), lemongrass oil (LGO), guanosine monophosphate (GMP), inosine monophosphate (IMP), sorbose, ginger-root extract (GRE), cinnamon-bark oil (CBO), cinnamaldehyde (CINA), thymol oil (TO), thymol (THYM), and citric acid were assessed with positive controls: acetaminophen (APAP), aflatoxin B1 and xylitol."
515,"23454338 | l-arabinose | Excess saccharides including D-galactose, D-fructose, D-cellbiose, L-arabinose and D-sucrose, D-maltose, D-mannose and D-xylose as well as common interfering substances (acetaminophen, ascorbic acid and uric acid) did not affect the detection of D-glucose (0.1mM)."
516,"3356406 | n1-acetylspermine | All of the compounds tested more or less affected the tissue levels of polyamines, including putrescine, spermidine, spermine and acetylpolyamines (N1-acetylspermidine and N1-acetylspermine)."
517,"3356406 | n1-acetylspermine | It was found that they were classified into two groups of substances: one group (including radical-producing drugs and lipopolysaccharide) which elevated the tissue levels of N1-acetylspermidine, especially in the liver, while another group of drugs (such as D-galactosamine and DL-ethionine) had little effect on the acetylpolyamine levels."
518,4004520 | riboflavin | The effect of riboflavin status on acetaminophen hepatotoxicity was determined in the rat.
519,"4004520 | riboflavin | After riboflavin deficiency was established by determining erythrocyte glutathione reductase activity coefficient, rats in all groups were administered a toxic dose of acetaminophen (1 g/kg body weight) orally."
520,"4004520 | riboflavin | The RFF diet induced biochemical riboflavin deficiency, decreased food intake and body weight gain, and was associated with almost complete protection against acetaminophen toxicity."
521,4004520 | riboflavin | Our results suggest that riboflavin deficiency protects rats against acetaminophen toxicity but it is confounded by decreased food consumption and body weight.
522,"27118639 | riboflavin | Quantification of [Pd(2+)] is demonstrated in the presence of excess acetaminophen (ACM), l-ascorbic acid, caffeine and riboflavin."
523,9553609 | riboflavin | The absorption characteristics of drugs in spinal cord injury (SCI) were studied using an actively transported drug [riboflavin (RBF)] and a passively absorbed drug [acetaminophen (ACE)].
524,"15740912 | riboflavin | Cyclodextrin-modified microemulsion electrokinetic chromatography (CD-MEEKC) was used to simultaneously determine 14 active ingredients (thiamine nitrate, anhydrous caffeine, acetaminophen, riboflavin, guaifenesin, pseudoephedrine hydrochloride, ascorbic acid, ethenzamide, DL-methylephedrine hydrochloride, dihydrocodeine phosphate, ibuprofen, noscapine, carbinoxamine maleate, and bromhexine hydrochloride) in a cold medicine."
525,"22321380 | arsenite | Cell toxicity produced by chemotherapeutics (cisplatin, etoposide), oxidants (hydrogen peroxide, acetaminophen), toxins (phenyl arsine oxide, arsenite) or ionizing radiation was rapidly determined by the HEDS assay."
526,"21561794 | arsenite | Substances tested were diazepam, triazolam, haloperidol, amitriptyline, mianserin, bromovalerylurea, phenobarbital, acetaminophen, acetylsalicylic acid, lidocaine, aconitine, atropine, caffeine, nicotine, malathion, dichlorvos, fenitrothion, chlorpyrifosmethyl, paraquat, diquat, potassium cyanide, sodium arsenite, sodium azide, o-cresol, and probenecid (control, a representative inhibitor of hOAT1)."
527,"23472850 | arsenite | In this study, we demonstrate that ngfb mRNA is positively modulated in mouse livers after oxidative injury via intraperitoneal injection of 14 mg/kg sodium arsenite, 6 mmol/kg L-buthionine-S-R-sulfoximine (BSO), or 300 mg/kg acetaminophen (APAP)."
528,"8391436 | n-butanol | The crude methanol extract of the whole plant of F. olivieri (FOM) and its derived fractions; n-hexane (FOH), chloroform (FOC), ethyl acetate (FOE), n-butanol (FOB) and aqueous (FOA) were evaluated for the total phenolic and flavonoid content and in vitro antioxidant abilities."
529,"17200890 | zea mays | In a model system of sterile, hydroponically cultivated Zea mays (as C4 plant) and Helianthus annuus (as C3 plant), the uptake and effect of carbamazepine and 10,11-epoxycarbamazepine were studied in comparison with those of acetaminophen and ibuprofen."
530,"27579048 | zea mays | This study evaluated membrane stabilization and detoxification potential of ethyl acetate fraction of Zea mays L., Stigma maydis in acetaminophen-induced oxidative onslaughts in the kidneys of Wistar rats."
531,"23454338 | d-galactose | Excess saccharides including D-galactose, D-fructose, D-cellbiose, L-arabinose and D-sucrose, D-maltose, D-mannose and D-xylose as well as common interfering substances (acetaminophen, ascorbic acid and uric acid) did not affect the detection of D-glucose (0.1mM)."
532,"16010985 | p. tomentosa | This study appraised the effectiveness of P. tomentosa leaf extract in protecting the liver against mitochondrial damage induced by acetaminophen, since mitochondrial injury has been investigated as a potential initiator of hepatotoxicity."
533,"16010985 | p. tomentosa | Normal Wistar strain rats were pre-treated with P. tomentosa extract (750 mg/kg, orally) for 15 days and then intoxicated with acetaminophen (640 mg/kg, orally)."
534,12842496 | p. tomentosa | Our earlier studies show that the extract of P. tomentosa leaves prevents acetaminophen-induced hepatotoxicity owing to its antioxidant property.
535,"24658104 | estriol | Acclimatized sponge showed significantly enhanced removal of some less hydrophobic compounds (log D<2.5), such as ibuprofen, acetaminophen, naproxen, and estriol, as compared with non-acclimatized sponge."
536,"20491057 | estriol | Pharmaceutical compounds evaluated were nonsteroidal anti-inflammatory drugs (acetaminophen, diclofenac, ibuprofen, ketoprofen, naproxen and salicylic acid), antibiotics (sulfamethoxazole and trimethoprim), an anti-epileptic drug (carbamazepine), a beta-blocker (propranolol), a nervous stimulant (caffeine), estrogens (17alpha-ethinylestradiol, 17beta-estradiol, estriol and estrone) and lipid regulators (clofibric acid, metabolite of clofibrate and gemfibrozil)."
537,"21807398 | estriol | In the WWTPs, the concentrations of analgesic acetaminophen, stimulant caffeine, hormones estriol and estradiol decreased by over 99%."
538,"17542484 | quercitrin | Through usual chromatographic techniques with an acetonic extract, the following compounds were obtained: 3,4,3'-trimethoxy flavellagic acid (1), 3,4,3'-trimethoxy flavellagic acid 4'-O-glucoside (3) and quercitrin (4), which were identified based on spectroscopic data."
539,"8571920 | turmeric | Turmeric, glycyrrhiza, acetaminophen, and metformin HCl were used as model drugs for the preparation of tablets."
